IMG Genome ID,Genome Name / Sample Name,Phylum_new,Class_new,Order_new,Family_new,Genus_new,Species_new
2643221707,Arthrobacter sp. Soil762,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. Soil762
2524614729,"Arenimonas oryziterrae YC6267, DSM 21050",Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas oryziterrae
2582581275,Alkalibacter saccharofermentans DSM 14828,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Alkalibacter,Alkalibacter saccharofermentans
2708742384,Aeromicrobium choanae 9H-4,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium choanae
2675903134,Actinoplanes atraurantiacus CGMCC 4.6857,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes atraurantiacus
2609459742,Arthrobacter sp. OK909,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ok909
2622736580,Aquimarina amphilecti DSM 25232,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina amphilecti
2517434013,Amycolatopsis balhimycina FH 1894,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis balhimycina
2563367172,Anaerotruncus sp. G3(2012),Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus sp. G3(2012)
2687453310,Asaia bogorensis NBRC 16594,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Asaia,Asaia bogorensis
2547132124,Alistipes senegalensis JC50,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes senegalensis
650716009,Hoyosella subflava DQS3-9A1,Actinomycetota,Actinomycetes,Mycobacteriales,Hoyosellaceae,Hoyosella,Hoyosella subflava
2558860919,Actinomyces sp. ICM54,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. ICM54
2515154155,Actinopolymorpha alba DSM 45243,Actinomycetota,Actinomycetes,Propionibacteriales,Actinopolymorphaceae,Actinopolymorpha,Actinopolymorpha alba
2684622609,Aliarcobacter skirrowii L403,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter skirrowii
2600255108,Actinomyces sp. S4-C9,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. S4-C9
2706795028,Arthrobacter permensis VKM Ac-2550,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. VKM Ac-2550
2531839095,Alishewanella aestuarii B11,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,Alishewanella aestuarii
2537562147,Amycolatopsis azurea DSM 43854,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis azurea
2503982047,Anabaena cylindrica PCC 7122,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaena cylindrica
2547132197,Acidovorax sp. MR-S7,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. MR-S7
2675903231,Alicyclobacillus macrosporangiidus DSM 17980,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus macrosporangiidus
2576861693,Afipia sp. P52-10,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Afipia,Afipia sp. P52-10
2634166333,Amycolatopsis saalfeldensis DSM 44993,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis saalfeldensis
2639762519,Arthrobacter woluwensis DSM 10495,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter woluwensis
2654587934,Anaerolineae bacterium SM23_84,Chloroflexota,Anaerolineae,unclassified,unclassified,unclassified,Anaerolineae bacterium SM23_84
2523533599,Alloscardovia omnicolens DSM 21503,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia omnicolens
648276619,Limnospira indica PCC 8005,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Sirenicapillariaceae,Limnospira,Limnospira indica
2711768225,Acidobacteria bacterium RIFCSPLOWO2_02_FULL_68_18,Acidobacteriota,unclassified,unclassified,unclassified,unclassified,Acidobacteria bacterium RIFCSPLOWO2_02_FULL_68_18
2537561926,Paeniglutamicibacter gangotriensis Lz1y,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paeniglutamicibacter,Paeniglutamicibacter gangotriensis
2630968981,Aquabacterium sp. NJ1,Pseudomonadota,Betaproteobacteria,Burkholderiales,unclassified,Aquabacterium,Aquabacterium sp. NJ1
2693429859,Aidingimonas halophila DSM 19219,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Aidingimonas,Aidingimonas halophila
2642422517,Amycolatopsis australiensis DSM 44671,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis australiensis
640753001,Actinobacillus succinogenes 130Z,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus succinogenes
2667527547,Algoriphagus sanaruensis M8-2,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus sanaruensis
2513237326,Achromobacter arsenitoxydans SY8,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter arsenitoxydans
2636416006,Actinopolymorpha singaporensis DSM 22024,Actinomycetota,Actinomycetes,Propionibacteriales,Actinopolymorphaceae,Actinopolymorpha,Actinopolymorpha singaporensis
2551306352,Acinetobacter sp. GG2,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. GG2
2547132309,"Acinetobacter sp. Hugh 2212, NCTC 10304",Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter genomosp. 13
2648501677,"Anoxybacillus thermarum AF/04, DSM 17141",Bacillota,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus thermarum
2562617045,Alcaligenes sp. EGD-AK7,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes sp. EGD-AK7
2548876842,Actinomyces sp. ph3,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. ph3
2643221679,Angustibacter sp. Root456,Actinomycetota,Actinomycetes,Kineosporiales,Kineosporiaceae,Angustibacter,Angustibacter sp. Root456
2517487012,Acetomicrobium hydrogeniformans ATCC BAA-1850,Synergistota,Synergistia,Synergistales,Acetomicrobiaceae,Acetomicrobium,Acetomicrobium hydrogeniformans
2585428066,Anaerosphaera aminiphila DSM 21120,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerosphaera,Anaerosphaera aminiphila
2648501404,Aeromonas simiae CIP 107798,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas simiae
2671180343,Aerococcus urinaeequi CCUG28094,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaeequi
